Employee ID,Age,Gender,Education Level,Department,Job Title,Years of Experience,Salary,Performance Rating,Work Mode
EMP-1925,35,Male,High School,Finance,Finance Manager,4.3,91611.02,2,Hybrid
EMP-1926,37,Female,Bachelor's,Engineering,Software Engineer,10.0,115247.1,3,Remote
EMP-1927,31,Female,PhD,Finance,Financial Analyst,2.1,87567.73,2,On-site
EMP-1928,33,Female,Bachelor's,Engineering,Senior Engineer,0.0,60380.02,2,On-site
EMP-1929,25,Female,Bachelor's,Finance,Finance Manager,2.8,95848.56,2,Hybrid
EMP-1930,43,Female,Bachelor's,Engineering,Tech Lead,11.2,134562.01,2,On-site
EMP-1931,28,Male,Bachelor's,HR,HR Manager,1.2,77949.43,3,Hybrid
EMP-1932,43,Non-binary,Master's,Sales,Sales Associate,12.0,112242.22,1,Hybrid
EMP-1933,41,Male,Bachelor's,Data Science,Data Analyst,3.7,102698.2,3,Hybrid
EMP-1934,41,Female,Bachelor's,Executive,Vice President,9.5,154327.21,2,On-site
EMP-1935,21,Female,PhD,Engineering,Software Engineer,0.0,90001.66,3,Remote
EMP-1936,47,Male,Master's,Data Science,Data Science Manager,21.6,-195019.4,2,On-site
EMP-1937,31,Female,Master's,Data Science,Data Analyst,0.3,85332.54,4,Remote
EMP-1938,56,Female,Bachelor's,Engineering,Senior Engineer,23.8,170852.4,3,Remote
EMP-1939,41,Male,High School,Engineering,Engineering Manager,14.1,132653.96,3,On-site
EMP-1940,35,Male,Master's,Engineering,Engineering Manager,6.5,132006.62,3,Hybrid
EMP-1941,23,Male,Bachelor's,HR,HR Manager,0.7,91164.63,3,Remote
EMP-1942,50,Non-binary,Bachelor's,Executive,Director,21.4,213588.7,3,Hybrid
EMP-1943,34,Male,Bachelor's,Data Science,Data Science Manager,2.0,92853.2,1,Hybrid
EMP-1944,53,Male,Bachelor's,Data Science,Data Analyst,24.5,169439.7,2,Hybrid
EMP-1945,35,Male,Bachelor's,Sales,Sales Associate,0.1,71175.75,4,Remote
EMP-1946,60,Male,Master's,Sales,Sales Manager,29.1,218993.75,3,Hybrid
EMP-1947,22,Female,Bachelor's,HR,HR Manager,0.0,73993.32,4,Hybrid
EMP-1948,40,Male,Bachelor's,Engineering,Senior Engineer,12.9,115646.8,2,Hybrid
EMP-1949,29,Male,Master's,HR,HR Specialist,2.1,67585.26,2,Hybrid
EMP-1950,32,Male,PhD,Engineering,Tech Lead,4.3,131430.82,3,On-site
EMP-1951,40,Female,Bachelor's,Data Science,Senior Data Scientist,1.0,75120.82,4,Remote
EMP-1952,30,Male,Master's,Sales,Sales Representative,1.1,81698.35,3,Hybrid
EMP-1953,39,Male,Bachelor's,HR,HR Associate,7.4,83983.26,2,Remote
EMP-1954,26,Female,Master's,Engineering,Software Engineer,1.5,88751.64,3,On-site
EMP-1955,34,Male,Master's,Sales,Sales Manager,1.2,91719.91,2,On-site
EMP-1956,43,Female,Bachelor's,Data Science,Senior Data Scientist,4.8,90336.15,4,Remote
EMP-1957,42,Male,Bachelor's,Data Science,Data Science Manager,17.8,161252.29,1,Remote
EMP-1958,37,Female,High School,Sales,Sales Associate,4.1,58600.96,2,Hybrid
EMP-1959,31,Male,Bachelor's,Sales,Sales Manager,1.7,89016.03,3,Hybrid
EMP-1960,21,Male,Bachelor's,Engineering,Software Engineer,0.0,58358.81,1,Remote
EMP-1961,42,Male,Bachelor's,HR,HR Associate,17.7,118341.62,1,Hybrid
EMP-1962,32,Female,Bachelor's,Finance,Financial Analyst,5.8,86049.87,4,Hybrid
EMP-1963,41,Male,Bachelor's,Data Science,Data Science Manager,15.9,149996.6,3,Remote
EMP-1964,45,Female,Master's,HR,HR Specialist,12.2,119289.61,3,On-site
EMP-1965,65,Female,Bachelor's,Engineering,Engineering Manager,42.1,274168.18,1,Remote
EMP-1966,35,Male,Master's,Engineering,Engineering Manager,5.8,129086.93,3,Hybrid
EMP-1967,33,Female,Master's,Sales,Sales Representative,2.2,78217.05,2,Hybrid
EMP-1968,22,Male,Master's,Data Science,Data Scientist,0.0,80502.83,3,Hybrid
EMP-1969,26,Male,PhD,Engineering,Engineering Manager,0.0,124542.9,2,Hybrid
EMP-1970,32,Male,Bachelor's,Finance,Finance Manager,5.8,105974.26,3,On-site
EMP-1971,45,Male,Bachelor's,Data Science,Senior Data Scientist,14.4,142571.65,3,Hybrid
EMP-1972,36,Male,Bachelor's,Sales,Sales Manager,4.7,103328.41,3,Remote
EMP-1973,50,Male,Bachelor's,Finance,Finance Manager,22.2,180710.03,2,Hybrid
EMP-1974,36,Male,Master's,Engineering,Tech Lead,10.7,150490.51,3,Remote
EMP-1975,40,Male,Bachelor's,HR,HR Specialist,3.2,67728.28,3,Hybrid
EMP-1976,53,Male,Master's,HR,HR Associate,15.6,135734.93,3,Hybrid
EMP-1977,33,Female,Master's,Data Science,Data Scientist,2.9,97911.8,2,On-site
EMP-1978,46,Female,Bachelor's,Executive,Vice President,8.3,152236.12,4,Hybrid
EMP-1979,35,Female,Bachelor's,Finance,Finance Manager,10.7,122585.17,1,On-site
EMP-1980,47,Male,Bachelor's,Engineering,Senior Engineer,22.3,162502.88,2,Hybrid
EMP-1981,36,Male,Master's,HR,HR Associate,1.3,63573.85,3,Remote
EMP-1982,38,Female,Bachelor's,Data Science,Data Analyst,4.7,83618.62,1,On-site
EMP-1983,21,Female,Bachelor's,HR,HR Specialist,0.0,60664.44,4,Hybrid
EMP-1984,42,Female,Bachelor's,Executive,Director,16.7,185446.5,4,Hybrid
EMP-1985,55,Male,Bachelor's,HR,HR Specialist,19.6,133900.67,3,Hybrid
EMP-1986,49,Female,Bachelor's,Data Science,Senior Data Scientist,4.6,82372.92,2,Remote
EMP-1987,31,Female,PhD,Engineering,Senior Engineer,1.4,91540.65,2,Hybrid
EMP-1988,50,Male,PhD,HR,HR Associate,22.4,173195.03,2,On-site
EMP-1989,32,Female,Master's,Data Science,Data Scientist,1.9,86600.34,1,Remote
EMP-1990,21,Male,Bachelor's,HR,HR Specialist,0.0,44790.11,3,Remote
EMP-1991,57,Female,High School,HR,HR Associate,14.5,106534.52,3,Hybrid
EMP-1992,50,Male,Bachelor's,Sales,Sales Representative,21.5,148560.88,2,On-site
EMP-1993,39,Female,Bachelor's,   Finance  ,Finance Manager,5.6,117154.12,3,Hybrid
EMP-1994,45,Male,Bachelor's,Finance,Finance Manager,3.4,90350.68,3,Hybrid
EMP-1995,28,Female,Bachelor's,Engineering,Engineering Manager,5.4,116240.23,3,Remote
EMP-1996,26,Female,Bachelor's,Sales,Sales Manager,3.4,112378.36,5,Hybrid
EMP-1997,44,Male,High School,Finance,Finance Manager,5.8,101086.75,3,On-site
EMP-1998,28,Male,High School,Finance,Senior Finance Analyst,6.8,83106.52,3,On-site
EMP-1999,25,Non-binary,Bachelor's,Sales,Sales Representative,1.8,64628.45,3,Hybrid
EMP-1057,29,Male,Master's,Data Science,Data Scientist,,85466.91,3,Remote
EMP-1930,43,Female,Bachelor's,Engineering,Tech Lead,11.2,134562.01,2,On-site
EMP-1682,38,Non-binary,Bachelor's,Data Science,Data Science Manager,8.8,130992.63,3,Hybrid
EMP-1369,27,Female,Master's,Engineering,Tech Lead,0.2,114324.19,2,Hybrid
EMP-1407,41,Male,Bachelor's,Data Science,Data Scientist,9.3,112542.79,3,Remote
EMP-1151,43,Female,PhD,Sales,Sales Representative,0.1,77662.76,2,On-site
EMP-1733,42,Male,Bachelor's,HR,HR Specialist,10.8,100214.58,4,On-site
EMP-1874,38,Female,Bachelor's,Data Science,Data Scientist,2.3,86118.58,4,On-site
EMP-1437,46,Male,Master's,Executive,Director,13.0,190946.86,4,Hybrid
EMP-1378,35,Male,Bachelor's,Data Science,Data Analyst,2.2,87376.82,3,Remote
EMP-1395,47,Non-binary,Bachelor's,Data Science,Senior Data Scientist,7.8,99412.2,2,Hybrid
EMP-1381,39,Male,Master's,Sales,Sales Representative,6.6,97813.47,3,Hybrid
EMP-1012,40,Female,Bachelor's,HR,HR Associate,11.8,88590.88,1,Hybrid
EMP-1291,30,Male,High School,HR,HR Manager,1.3,86227.35,3,Hybrid
EMP-1353,34,Female,Bachelor's,Sales,Sales Representative,2.0,49308.74,3,Hybrid
